ID,SCIENTIFIC NAME,LATITUDE,LONGITUDE,TIMESTAMP
A,Setophaga,16.66472814,-67.89596825,2013-10-31 04:15:00.000
A,Setophaga,14.61791674,-68.37979868,2013-10-31 16:17:00.000
A,Setophaga,15.26398162,-68.59193508,2013-11-01 04:17:00.000
A,Setophaga,17.61142875,-67.9178049,2013-11-01 16:15:00.000
A,Setophaga,19.7307854,-68.55532576,2013-11-02 04:17:00.000
A,Setophaga,22.32771936,-67.75450121,2013-11-02 16:14:00.000
A,Setophaga,17.848155,-66.53613227,2013-11-03 04:09:00.000
A,Setophaga,8.859532188,-68.96899178,2013-11-03 16:19:00.000
A,Setophaga,10.37598264,-69.40960794,2013-11-04 04:21:00.000
A,Setophaga,20.4939848,-66.48601041,2013-11-04 16:09:00.000
A,Setophaga,22.53388429,-67.1659375,2013-11-05 04:12:00.000
A,Setophaga,18.17522828,-68.4247949,2013-11-05 16:17:00.000
A,Setophaga,18.18416506,-68.47852723,2013-11-06 04:17:00.000
A,Setophaga,16.18128941,-69.03137994,2013-11-06 16:19:00.000
A,Setophaga,14.98685857,-68.71616922,2013-11-07 04:18:00.000
A,Setophaga,13.32074343,-69.17739708,2013-11-07 16:20:00.000
A,Setophaga,12.82190576,-69.06185435,2013-11-08 04:19:00.000
A,Setophaga,11.17468523,-69.52823499,2013-11-08 16:21:00.000
A,Setophaga,13.14000797,-70.15963186,2013-11-09 04:24:00.000
A,Setophaga,14.71840364,-69.63271406,2013-11-09 16:22:00.000
A,Setophaga,11.69888071,-68.72267417,2013-11-10 04:18:00.000
A,Setophaga,12.71798073,-68.37217282,2013-11-10 16:17:00.000
A,Setophaga,15.54565828,-69.31287266,2013-11-11 04:21:00.000
A,Setophaga,15.19457796,-69.3878579,2013-11-11 16:21:00.000
A,Setophaga,12.19494846,-68.44813079,2013-11-12 04:17:00.000
A,Setophaga,14.98701688,-67.50121943,2013-11-12 16:14:00.000
A,Setophaga,14.94860351,-67.52553219,2013-11-13 04:14:00.000
A,Setophaga,11.89550972,-68.50720191,2013-11-13 16:18:00.000
A,Setophaga,14.9653292,-69.56807439,2013-11-14 04:22:00.000
A,Setophaga,15.10090634,-69.4855653,2013-11-14 16:22:00.000
A,Setophaga,12.37508293,-68.58878505,2013-11-15 04:18:00.000
A,Setophaga,14.78669219,-67.72960015,2013-11-15 16:15:00.000
A,Setophaga,15.37220997,-67.96937981,2013-11-16 04:16:00.000
A,Setophaga,13.20104962,-68.69573146,2013-11-16 16:19:00.000
A,Setophaga,12.6779594,-68.54213593,2013-11-17 04:19:00.000
A,Setophaga,15.75921928,-67.41698993,2013-11-17 16:14:00.000
A,Setophaga,14.93149982,-67.15359551,2013-11-18 04:13:00.000
